ID,Movie Names,Year,Genere,Rating
6364,Birdman of Alcatraz,1962,"Crime, Drama",7.5
6365,Kindergarten Cop 2,2016,"Comedy, Action",4.9
6366,The Cable Guy,1996,"Comedy, Drama, Thriller",6
6367,Kung Fu Panda Holiday,2010,"Animation, Family, TV Movie, Comedy, Fantasy",7
6368,Hallam Foe,2007,"Drama, Comedy, Thriller",6.6
6369,Fantasia 2000,1999,"Animation, Family, Music",7
6370,The Constant Gardener,2005,"Drama, Mystery, Thriller",7
6371,The Manchurian Candidate,2004,"Drama, Thriller, Mystery",6.5
6372,Just Married,2003,"Comedy, Romance",5.8
6373,Kung Pow: Enter the Fist,2002,"Comedy, Action",6.3
6374,Private School,1983,"Comedy, Romance",5.4
6375,The Accused,1988,Drama,7
6376,The Gold Rush,1925,"Adventure, Comedy, Drama",8
6377,Tank Girl,1995,"Action, Comedy, Science Fiction",5.4
6378,Ghosts of Girlfriends Past,2009,"Fantasy, Comedy, Romance",6
6379,Farming,2018,Drama,6.3
6380,Married to the Mob,1988,"Comedy, Crime, Romance",5.9
6381,The Beach Bum,2019,Comedy,5.6
6382,Irma la Douce,1963,"Comedy, Romance",7.4
6383,Zoolander 2,2016,"Comedy, Adventure, Action",4.9
6384,The Young Messiah,2016,"Drama, History",6.4
6385,Even Lambs Have Teeth,2015,"Thriller, Horror",5.8
6386,Get Shorty,1995,"Comedy, Thriller, Crime",6.5
6387,The Informers,2008,Drama,4.7
6388,Perfect Sense,2011,"Drama, Science Fiction, Romance",6.9
6389,Beowulf,1999,"Adventure, Fantasy, Action",4.3
6390,Black Eagle,1988,"Action, Drama",5
6391,Barbie Dreamtopia: Festival of Fun,2018,"Family, Animation",7.1
6392,The Rocketeer,1991,"Action, Adventure, Science Fiction, Family",6.4
6393,Christmas Wedding Planner,2020,"Romance, Family, TV Movie",5.5
6394,Prom Night,2008,"Horror, Crime, Drama",5
6395,The Bookshop,2017,Drama,6.5
6396,Wicked Minds,2003,"Mystery, Drama, Romance, Thriller",6.3
6397,Miss Americana,2020,"Documentary, Music",7.9
6398,Hot Tub Time Machine,2010,"Science Fiction, Comedy, Adventure",6
6399,"Grant Sheehan: Light, Ghosts & Dreams",2023,Documentary,0
6400,Alpha Dog,2006,"Crime, Drama, Thriller",6.6
6401,Pups Alone,2021,"Family, Comedy",6
6402,The Man Who Invented Christmas,2017,"Drama, History, Comedy, Family",6.8
6403,Carnage,2011,"Comedy, Drama",7.2
6404,Hansel and Gretel Get Baked,2013,"Horror, Comedy",5.2
6405,Pardoned by Grace,2022,"Drama, Family",6
6406,Jingle Jangle: A Christmas Journey,2020,"Family, Fantasy, Music",6.7
6407,Travis Scott: Look Mom I Can Fly,2019,"Documentary, Music",6.9
6408,The Santa Clause 2,2002,"Fantasy, Comedy, Family",5.9
6409,Shiva Baby,2021,"Comedy, Drama",7.2
6410,Hot Rod,2007,"Comedy, Action, Drama",6.4
6411,News of the World,2020,"Drama, Western, Adventure",7
6412,West Side Story,1961,"Crime, Drama, Romance",7.3
6413,Echo Boomers,2020,"Crime, Drama, Action",5.8
6414,The Island of Dr. Moreau,1996,"Science Fiction, Horror, Thriller",4.9
6415,The Little Prince(ss),2021,"Family, Drama",7.2
6416,Concussion,2013,Drama,5.2
6417,The Night of the Hunter,1955,"Crime, Drama, Thriller",7.9
6418,The Painted Veil,2006,"Romance, Drama",7.2
6419,Awake,2019,"Action, Thriller",5.5
6420,Needful Things,1993,"Drama, Horror",6.2
6421,Bad Company,2002,"Action, Adventure, Comedy, Thriller",5.5
6422,The Starling Girl,2023,Drama,7.1
6423,The Boss,2016,Comedy,5.8
6424,Cinderella's Hot Night,2017,"Fantasy, Comedy",5.8
6425,Cruel Intentions 3,2004,Drama,4.6
6426,Borat Subsequent Moviefilm,2020,Comedy,6.5
6427,Murder at Yellowstone City,2022,"Western, Mystery",5.6
6428,Quackerz,2016,Animation,4.6
6429,Mythica: The Darkspore,2015,"Action, Adventure, Fantasy",5.7
6430,Welcome to Mama's,2022,"TV Movie, Comedy, Romance",6.9
6431,Downton Abbey,2019,"Drama, Romance, History",7.1
6432,The Strange Thing About the Johnsons,2011,"Drama, Horror",7
6433,The Farm,2019,Horror,5.3
6434,Christmas with You,2022,"Romance, Comedy",5.8
6435,Ferdinand the Bull,1938,"Animation, Comedy, Family",6.6
6436,The Secret Lives Of Cheerleaders,2019,"TV Movie, Thriller, Drama",7.8
6437,Chasing Amy,1997,"Comedy, Drama, Romance",6.8
6438,The Frozen Ground,2013,"Thriller, Crime",6.3
6439,Mad Heidi,2022,"Action, Adventure, Comedy, Fantasy, Horror",5.9
6440,Friends with Money,2006,"Comedy, Drama, Romance",5.1
6441,Scooby-Doo! Legend of the Phantosaur,2011,"Family, Mystery, Animation, Comedy",7.8
6442,Half Brothers,2020,"Comedy, Drama",7.5
6443,The Wicker Man,1973,Horror,7.4
6444,The Ice Storm,1997,Drama,6.8
6445,The Storied Life of A.J. Fikry,2022,"Drama, Comedy, Romance",6.4
6446,The Seven Year Itch,1955,"Comedy, Romance",7.1
6447,Avatar 3,2025,"Action, Science Fiction, Adventure",0
6448,Lars and the Real Girl,2007,"Comedy, Drama, Romance",7.2
6449,Alexander the Great,1956,"Action, Adventure, Drama, History, War",5.9
6450,How to Steal a Million,1966,"Comedy, Crime, Romance",7.5
6451,The Tall Man,2012,"Horror, Mystery, Thriller",6
6452,Summer Rental,1985,Comedy,6.1
6453,Casanova,2005,"Adventure, Comedy, Drama, Romance",6.4
6454,Above the Law,1988,"Action, Thriller",6.1
6455,Dave,1993,Comedy,6.7
6456,The Beguiled,1971,"Drama, Thriller, War",7
6457,Strangers on a Train,1951,"Crime, Thriller",7.7
6458,Slumber,2017,Horror,5.3
6459,Angel of Mine,2019,"Drama, Thriller, Mystery",6.3
6460,Thinner,1996,"Horror, Thriller",5.9
6461,People Like Us,2012,Drama,6.8
6462,Detroit,2017,"Crime, Drama, Thriller, History",7.3
6463,The Wolf of Snow Hollow,2020,"Horror, Thriller",6.2
6464,Disclosure,2020,Documentary,8
6465,Midnight in the Garden of Good and Evil,1997,"Crime, Drama, Mystery, Thriller",6.3
6466,The Current War,2018,"Drama, History",6.7
6467,Too Big to Fail,2011,"Drama, TV Movie",7.1
6468,Radius,2017,"Thriller, Drama, Horror",6.6
6469,The Squid and the Whale,2005,"Comedy, Drama",6.9
6470,Rock-A-Doodle,1991,"Comedy, Family, Animation, Fantasy, Music",6.3
6471,The Exorcism of Anna Ecklund,2016,"Thriller, Horror",3.6
6472,The Return of the Pink Panther,1975,"Mystery, Comedy, Crime",6.8
6473,Kelly's Heroes,1970,"Adventure, Comedy, War",7.4
6474,Lost River,2015,"Fantasy, Thriller, Drama",5.8
6475,Some Kind of Wonderful,1987,"Drama, Romance",6.9
6476,StreetDance 3D,2010,"Music, Romance, Drama",6.5
6477,Walk. Ride. Rodeo.,2019,Drama,7.1
6478,K-19: The Widowmaker,2002,"Drama, History, War, Thriller, Mystery",6.5
6479,Next Gen,2018,"Animation, Action, Adventure, Comedy, Family, Science Fiction",7
6480,Tom and Jerry's Giant Adventure,2013,"Animation, Family",5.7
6481,Here Today,2021,"Comedy, Drama",7.2
6482,Death Ship,1980,"Adventure, Horror, Mystery, Thriller",5.4
6483,Compliance,2012,"Drama, Thriller",6.4
6484,Another Gay Movie,2006,"Comedy, Romance",6
6485,The Scarlet Letter,1995,"Drama, Romance, Western",6
6486,Seven Psychopaths,2012,"Comedy, Crime",6.8
6487,3 Ninjas,1992,"Family, Action, Adventure, Comedy",5.7
6488,Drumline: A New Beat,2014,"Music, Comedy, Drama",7
6489,The Great Hack,2019,Documentary,6.9
6490,White Fang 2: Myth of the White Wolf,1994,"Adventure, Family",6.7
6491,Porky's II: The Next Day,1983,Comedy,5.7
6492,Feast,2005,"Action, Horror, Thriller",6.2
6493,Lake Mungo,2009,"Horror, Thriller",6.2
6494,Wait Until Dark,1967,"Crime, Thriller",7.3
6495,Once Upon a Forest,1993,"Animation, Family, Adventure",6.6
6496,Sisters,2015,Comedy,5.9
6497,Interstellar: Nolan's Odyssey,2014,Documentary,7.7
6498,Think Like a Man,2012,"Comedy, Romance",6.9
6499,Geek Charming,2011,"Comedy, Drama, Family, TV Movie",6.6
6500,"To Sir, with Love",1967,Drama,7.5
6501,Black Snake Moan,2006,Drama,6.9
6502,Iron Eagle,1986,Action,5.4
6503,Flypaper,2011,"Mystery, Comedy, Crime",6.4
6504,Just Getting Started,2017,"Action, Comedy",4.9
6505,Evil Angel,2021,"Music, Drama",0
6506,Ben 10 Versus the Universe: The Movie,2020,"Animation, Action, Adventure, Science Fiction",7.6
6507,Almost Friends,2017,"Drama, Comedy",6.4
6508,The Final Wish,2019,Horror,5
6509,Saving Flora,2019,"Adventure, Drama, Family",7.2
6510,The Most Hated Woman in America,2017,"Crime, Drama",6.1
6511,The Black Dahlia,2006,"Drama, Crime, Thriller",5.6
6512,Zombie Apocalypse,2011,"Action, Horror, Science Fiction",5.3
6513,Kiss and Cry,2017,"Romance, Drama, Music, TV Movie",7.3
6514,Radioflash,2019,"Thriller, Drama",5.1
6515,Survive the Game,2021,"Action, Thriller, Crime",5.6
6516,Dope,2015,"Crime, Drama, Comedy",7.1
6517,2010,1984,"Thriller, Science Fiction",6.6
6518,Smokin' Aces 2: Assassins' Ball,2010,"Action, Comedy",5.4
6519,Dunston Checks In,1996,"Family, Comedy, Adventure",5.4
6520,My Mom's New Boyfriend,2008,"Action, Comedy",5.3
6521,Every Secret Thing,2014,"Thriller, Crime, Mystery",6.1
6522,Tristan & Isolde,2006,"Drama, Romance, Adventure, Action",6.7
6523,Long Story Short,2021,"Romance, Comedy, Fantasy",6.8
6524,Siren,2016,Horror,6
6525,The Flight of the Phoenix,1965,"Adventure, Drama",7.2
6526,Merry Madagascar,2009,"Family, Animation",6.5
6527,The Eagle Has Landed,1976,"Adventure, Drama, Action, Thriller, War",6.6
6528,Catherine Called Birdy,2022,"Adventure, Comedy",6.3
6529,Aloha,2015,"Drama, Comedy, Romance",5.5
6530,Sugar & Spice,2001,"Crime, Comedy, Drama",6.3
6531,The Sand Pebbles,1966,"Adventure, War, Drama",7.2
6532,Less Than Zero,1987,"Drama, Crime, Romance",6.3
6533,Jobs,2013,"Drama, History",6.1
6534,Gigli,2003,"Comedy, Crime, Drama, Romance",4.1
6535,Felon,2008,"Action, Crime, Drama, Mystery",7.2
6536,The Room,2003,"Comedy, Drama, Romance",4
6537,Arbitrage,2012,"Drama, Thriller",6.3
6538,Mr. Magoo,1997,"Comedy, Family",4.5
6539,National Security,2003,"Action, Comedy, Crime",5.9
6540,Boy Erased,2018,Drama,7
6541,LEGO Marvel Super Heroes: Avengers Reassembled!,2015,"Family, Animation",6.5
6542,A Private War,2018,"Drama, War",6.8
6543,Phantom of the Paradise,1974,"Comedy, Fantasy, Horror, Music, Thriller",7.5
6544,Prisoners of the Ghostland,2021,"Action, Fantasy, Horror",5.2
6545,The Rum Diary,2011,"Comedy, Drama",5.9
6546,The Killing Fields,1984,"Drama, History, War",7.5
6547,Dahmer,2002,"Crime, Drama, Thriller",5.3
6548,The Half of It,2020,"Comedy, Romance, Drama",7.1
6549,Dark Places,2015,"Thriller, Mystery, Drama, Crime",5.9
6550,As Good as Dead,2022,"Action, Crime",7
6551,Song of the Sea,2014,"Family, Animation, Fantasy",8
6552,Eastern Promises,2007,"Thriller, Crime, Mystery",7.4
6553,Hillbilly Elegy,2020,Drama,6.8
6554,Ivanhoe,1952,"Adventure, Romance",6.7
6555,Arctic Apocalypse,2019,"Action, Science Fiction",6.2
6556,Chaplin,1992,Drama,7.4
6557,The Survivalist,2021,"Action, Science Fiction, Thriller",4
6558,The Art of Self-Defense,2019,"Comedy, Thriller",6.5
6559,The Eiger Sanction,1975,"Action, Adventure, Drama",6.1
6560,Blood: The Last Vampire,2009,"Action, Adventure, Horror, Science Fiction, Thriller",5.7
6561,Adventures of Aladdin,2019,"Adventure, Fantasy",4.4
6562,Rope,1948,"Crime, Drama, Thriller",8
6563,Conspiracy Theory,1997,"Action, Drama, Mystery, Thriller",6.6
6564,The Opposite of Sex,1998,"Comedy, Drama",6.2
6565,The Taking of Pelham 1 2 3,2009,"Thriller, Crime, Action",6.3
6566,Sister of the Groom,2020,"Romance, Comedy",6
6567,Mr. Brooks,2007,"Crime, Thriller",6.9
6568,A Dirty Shame,2004,Comedy,5.4
6569,I.T.,2016,Thriller,5.4
6570,Wyrmwood: Road of the Dead,2014,"Horror, Action, Comedy",6.1
6571,Tell It to the Bees,2018,"Romance, Drama",7.6
6572,Allan Quatermain and the Lost City of Gold,1986,"Adventure, Action, Comedy",4.8
6573,Derailed,2005,"Drama, Thriller",6.3
6574,Better Watch Out,2017,"Comedy, Horror, Thriller",6.7
6575,The Santa Clause,1994,"Fantasy, Drama, Comedy, Family",6.4
6576,An Inspector Calls,2015,"Drama, Crime, Thriller, TV Movie, Mystery",7.4
6577,Sexology,2016,Documentary,4.6
6578,Vampires,1998,"Action, Fantasy, Horror",6.3
6579,The Duchess,2008,"Drama, History, Romance",7
6580,Honey: Rise Up and Dance,2018,"Music, Drama",7
6581,The Mexican,2001,"Action, Comedy, Crime, Romance",5.9
6582,Forgotten Experiment,2023,"Science Fiction, Thriller, Adventure",0
6583,A Lifelong Love,2023,"TV Movie, Romance, Drama",6.7
6584,Altitude,2017,"Action, Thriller",5
6585,R.L. Stine's Monsterville: The Cabinet of Souls,2015,"Comedy, Horror",6.8
6586,Smokey and the Bandit Part 3,1983,"Action, Comedy, Crime",4.5
6587,Weekend at Bernie's,1989,"Comedy, Crime",6.4
6588,Threads,1984,"War, Drama, Science Fiction",7.6
6589,Double Dragon,1994,"Action, Adventure, Comedy",4.4
6590,Hatari!,1962,"Action, Adventure, Comedy",6.6
6591,Urge,2016,"Thriller, Mystery",4.3
6592,The Gift,2015,"Thriller, Mystery, Drama",6.7
6593,The Counselor,2013,"Thriller, Crime, Drama",5.3
6594,Animal Kingdom,2010,"Crime, Drama",6.8
6595,Beavis and Butt-Head Do the Universe,2022,"Animation, Comedy, Science Fiction",7.1
6596,Precious,2009,Drama,7.3
6597,Ice,2011,"Thriller, Action, Science Fiction",5.5
6598,Line of Duty,2019,"Thriller, Crime",5.9
6599,The Walking Deceased,2015,"Comedy, Horror",5.3
6600,Crossing Over,2009,"Crime, Drama",6.1
6601,Money Plane,2020,"Action, Crime, Thriller",5.8
6602,Bobcat Moretti,2023,Drama,0
6603,Marathon Man,1976,Thriller,7.2
6604,7500,2019,"Action, Drama, Thriller",6.1
6605,Lesbian Vampire Killers,2009,"Horror, Comedy",5.3
6606,A Perfect Pairing,2022,"Comedy, Romance",6.9
6607,The Whole Truth,2016,"Drama, Thriller",6.5
6608,Monster Family,2017,"Animation, Family, Fantasy, Comedy",6
6609,Hondo,1953,Western,6.6
6610,Ultimate Avengers 2: Rise of the Panther,2006,"Adventure, Animation, Action, Science Fiction",6.7
6611,The Fisher King,1991,"Comedy, Drama",7.3
6612,The Odd Life of Timothy Green,2012,"Fantasy, Drama, Comedy, Family",7
6613,Dude,2018,Comedy,5.5
6614,Poltergeist II: The Other Side,1986,"Horror, Thriller",6
6615,Critters 2,1988,"Comedy, Horror, Science Fiction",6
6616,Dinner for Schmucks,2010,Comedy,5.7
6617,Niagara,1953,Thriller,6.8
6618,The Condemned,2007,"Action, Thriller",6
6619,Batman: Assault on Arkham,2014,"Thriller, Animation, Action, Crime",7.3
6620,From Beyond,1986,"Horror, Science Fiction",6.5
6621,The House of Magic,2013,"Family, Fantasy, Animation, Adventure",6.3
6622,Message in a Bottle,1999,"Romance, Drama",6.2
6623,The Pirates of Somalia,2017,Drama,6.9
6624,We're Back! A Dinosaur's Story,1993,"Animation, Science Fiction, Family",6
6625,Vision Quest,1985,"Drama, Romance",6.3
6626,Tulip Fever,2017,"Drama, Romance",6.5
6627,El Gringo,2012,"Adventure, Drama, Action, Thriller",6.2
6628,A Little Princess,1995,"Drama, Family, Fantasy",7.6
6629,My Super Ex-Girlfriend,2006,"Comedy, Science Fiction, Romance",5.1
6630,The Nutty Professor,1963,"Comedy, Romance, Science Fiction",6.6
6631,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,"Adventure, Drama, Action, Romance",6.3
6632,The Last Picture Show,1971,Drama,7.6
6633,Clerks II,2006,Comedy,6.9
6634,Five Children and It,2004,"Adventure, Fantasy, Family",5.5
6635,Dressed to Kill,1946,"Crime, Mystery",6.5
6636,"The Goods: Live Hard, Sell Hard",2009,Comedy,5.4
6637,1941,1979,"Action, Comedy, War",5.8
6638,Joe,2013,Drama,6.5
6639,Snatched,2017,"Action, Comedy",5.4
6640,Anne of Green Gables,2016,"Drama, Family, TV Movie",7.3
6641,Wuthering Heights,1992,"Drama, Romance",6.7
6642,Wild Things 2,2004,"Crime, Drama, Mystery",5.1
6643,Gone Baby Gone,2007,"Crime, Drama, Mystery",7.3
6644,Mutiny on the Bounty,1962,"Adventure, Drama, History",7
6645,The Gruffalo,2009,"Animation, Family",7.2
6646,The BFG,1989,"Animation, Family, Fantasy",6.4
6647,Celebrity,1998,"Drama, Comedy",6
6648,Cats,2019,"Fantasy, Comedy, Drama",4.2
6649,Big Driver,2014,"Crime, Mystery, Thriller",5.7
6650,Me and Earl and the Dying Girl,2015,"Drama, Comedy",7.5
6651,Torn Hearts,2022,"Horror, Thriller, Music",5.9
6652,Swallow,2020,"Drama, Thriller",6.7
6653,Warlock,1959,Western,6.7
6654,The Perfect Game,2009,"Drama, Family",6.8
6655,"Love, Mommy",2016,Drama,2
6656,My Perfect Romance,2018,"Romance, TV Movie",5.5
6657,Chato's Land,1972,Western,6.5
6658,The Naked Spur,1953,"Western, Drama, Thriller",6.9
6659,Supernova,2000,"Science Fiction, Horror, Thriller",4.9
6660,The Star,2017,"Comedy, Adventure, Family, Fantasy, Animation",6.3
6661,Something from Tiffany's,2022,"Romance, Comedy",6.9
6662,Stargirl,2020,"Comedy, Drama, Romance, Family",7.5
6663,The Art of Getting By,2011,"Drama, Romance",6.6
6664,Raising Helen,2004,"Drama, Comedy, Romance",6.1
6665,I Am Bruce Lee,2012,Documentary,7.7
6666,Benny & Joon,1993,"Comedy, Drama",7
6667,Dangerous Liaisons,1988,"Drama, Romance",7.2
6668,Rescue Dawn,2006,"Adventure, Drama, War",6.9
6669,Goodbye Christopher Robin,2017,"Family, History, Drama",7
6670,Paranoia,2013,"Drama, Thriller",5.7
6671,Watership Down,1978,"Adventure, Animation, Drama",7.2
6672,Buffalo '66,1998,"Drama, Romance, Comedy",7.1
6673,White Girl,2016,Drama,5.7
6674,Hot Moves,1984,Comedy,4.3
6675,"PAW Patrol: Ready, Race, Rescue!",2019,"Animation, Family",7.1
6676,SPF-18,2017,"Romance, Drama",4.4
6677,Awakening the Zodiac,2017,"Crime, Drama, Mystery, Thriller",5.1
6678,Fucking Different XXX,2012,Drama,7.2
6679,Bugsy,1991,"Crime, Drama, Mystery",6.4
6680,Only You,1994,"Romance, Comedy",6.8
6681,15 Minutes,2001,"Action, Crime, Thriller",5.9
6682,Hereafter,2010,"Drama, Fantasy",6.1
6683,On the Waterfront,1954,"Crime, Drama",8
6684,Bringing Down the House,2003,"Comedy, Drama",6
6685,Beverly Hills Ninja,1997,"Comedy, Action",5.6
6686,Crying Freeman,1995,"Action, Crime",6.3
6687,Silk Road,2021,"Crime, Thriller",6.5
6688,Sommersby,1993,"Drama, Thriller, Mystery, Romance",6.3
6689,GirlHouse,2014,"Horror, Thriller",6
6690,Sinister Stepsister,2022,Thriller,6.6
6691,The Rage: Carrie 2,1999,"Horror, Thriller, Science Fiction",5.7
6692,The Collector,1965,"Drama, Thriller",7.4
6693,Personal Shopper,2016,"Drama, Mystery, Thriller",5.9
6694,Twist,2021,"Crime, Drama, Action",6
6695,Please Stand By,2018,"Comedy, Drama",6.8
6696,The Devil's Own,1997,"Crime, Thriller, Drama",6.1
6697,Dead Man Walking,1995,Drama,7.4
6698,Ultimate Avengers: The Movie,2006,"Action, Animation, Family, Adventure, Science Fiction",6.8
6699,The Brave Little Toaster,1987,"Fantasy, Adventure, Animation, Comedy, Family, Music",6.9
6700,Pieces,1982,Horror,5.9
6701,ARQ,2016,"Science Fiction, Thriller",6.1
6702,Saving Silverman,2001,"Comedy, Crime, Romance",5.5
6703,Ted Bundy: American Boogeyman,2021,"Thriller, Crime",7
6704,Mac and Me,1988,"Family, Fantasy, Science Fiction, Adventure",4.4
6705,Extraction,2013,Action,5.1
6706,The Barbarians,1987,"Adventure, Fantasy, Action",5.7
6707,The Birdcage,1996,Comedy,7
6708,Embrace of the Vampire,1995,"Horror, Fantasy",4.9
6709,Crimes of Passion,1984,"Crime, Drama, Thriller",6.4
6710,Scooby-Doo and the Ghoul School,1988,"Adventure, Animation, Mystery, Family, TV Movie, Comedy, Fantasy",7.4
6711,"Game Over, Man!",2018,"Action, Comedy",5.5
6712,The Final,2010,"Thriller, Horror",6
6713,The Innocents,1961,"Horror, Thriller",7.4
6714,The Last Full Measure,2020,"War, Drama",7.5
6715,No Man of God,2021,"Crime, Drama, Thriller, History",6.7
6716,How to Blow Up a Pipeline,2023,"Crime, Drama, Thriller",6.6
6717,Euphoria,2018,Drama,6.3
6718,Crisis,2021,"Thriller, Crime, Drama",6.3
6719,Bird on a Wire,1990,"Action, Adventure, Comedy, Romance",6.2
6720,Monster High: Electrified,2017,"Family, Animation",7.2
6721,Lamp Life,2020,"Animation, Comedy, Family",7.2
6722,My Life in Ruins,2009,"Comedy, Romance",6.1
6723,Clerks,1994,Comedy,7.4
6724,TEKKEN: A Man Called X,2014,Action,4
6725,The Midnight Man,2016,Horror,5.8
6726,The Meteor Man,1993,"Fantasy, Action, Comedy, Science Fiction, Family",5.7
6727,Nancy Drew and the Hidden Staircase,2019,"Crime, Family, Comedy, Mystery",6.5
6728,The Way We Were,1973,"Drama, Romance",7
6729,The Sisterhood of the Traveling Pants 2,2008,"Adventure, Comedy, Drama",6.2
6730,Tom and Jerry Meet Sherlock Holmes,2010,"Family, Animation, Adventure, Comedy",6.4
6731,Undercover Brother,2002,"Action, Comedy",5.9
6732,Escape to Athena,1979,"Adventure, Comedy, War",5.6
6733,Joy Ride 2: Dead Ahead,2008,"Crime, Thriller, Horror",5.5
6734,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,2011,"Science Fiction, Fantasy",6.8
6735,Greedy,1994,Comedy,6.1
6736,25th Hour,2002,"Crime, Drama",7.3
6737,Fame,1980,"Drama, Music",6.5
6738,Codename: Kids Next Door - Operation Z.E.R.O.,2006,"Animation, Science Fiction, TV Movie, Adventure, Family, Comedy, Fantasy, Mystery",8
6739,The Walking Dead: The Journey So Far,2016,Documentary,7.9
6740,Twitches Too,2007,"Drama, Family, Fantasy, TV Movie",6.8
6741,Blue Thunder,1983,"Drama, Action, Thriller",6.1
6742,Book of Dragons,2011,"Fantasy, Animation, Action, Comedy, Family",6.6
6743,Cat on a Hot Tin Roof,1958,Drama,7.7
6744,Animal Factory,2000,"Crime, Drama",6.4
6745,Lions for Lambs,2007,"Action, Adventure, Drama, History",6
6746,Stuart Little 3: Call of the Wild,2005,"Animation, Comedy, Family",5.2
6747,Dr. Dolittle 3,2006,"Comedy, Family, Fantasy",5.1
6748,Hellraiser: Hellseeker,2002,"Horror, Thriller, Mystery",4.9
6749,Killing Gunther,2017,"Action, Comedy",4.8
6750,Can You Keep a Secret?,2019,"Romance, Comedy",6.5
6751,Hamlet,1990,"Drama, History",6.6
6752,Chip and Potato: Chip's Holiday,2022,Animation,5.3
6753,A Midsummer Night's Dream,1999,"Fantasy, Comedy, Romance",6.4
6754,The Bad Seed Returns,2022,"Drama, Horror, Thriller, TV Movie",7.1
6755,The Straight Story,1999,Drama,7.7
6756,Space Buddies,2009,"Comedy, Adventure, Drama, Family",5.7
6757,Inside,2016,"Horror, Thriller",5.1
6758,The Black Swan,1942,"Action, Adventure, Drama, Romance",6.4
6759,Billy Lynn's Long Halftime Walk,2016,"Drama, War",6
6760,Detective Knight: Redemption,2022,"Action, Thriller",5.7
6761,Sleepaway Camp,1983,Horror,6.3
6762,7 Days in Entebbe,2018,"Thriller, Drama, Crime",5.8
6763,Agora,2009,"Adventure, Drama, History",7
6764,Shall We Dance?,2004,"Drama, Romance, Comedy",6.4
6765,French Kiss,1995,"Comedy, Romance",6.4
6766,Jack Frost,1998,"Comedy, Family, Drama, Fantasy",6
6767,The Descendants,2011,"Comedy, Drama",6.8
6768,The Way Back,2020,Drama,6.6
6769,American Underdog,2021,Drama,7.3
6770,The Secret Garden,1993,"Drama, Family, Fantasy",7.4
6771,The Life of David Gale,2003,"Drama, Thriller, Crime",7.4
6772,The 'Burbs,1989,"Comedy, Horror, Thriller",6.7
6773,August: Osage County,2013,"Comedy, Drama",6.8
6774,3 Ninjas Kick Back,1994,"Family, Adventure, Action, Comedy",5.5
6775,Journey's End,2017,"War, Drama, Action",6.3
6776,Beavis and Butt-Head Do America,1996,"Animation, Comedy",6.6
6777,Handsome Devil,2017,"Drama, Comedy",7
6778,S. Darko,2009,"Thriller, Crime, Science Fiction, Mystery",4.4
6779,Disconnect,2012,"Drama, Thriller",7.1
6780,Blue Bayou,2021,Drama,7.6
6781,The Last Man on Earth,1964,"Horror, Science Fiction",6.6
6782,The Prince & Me 2: The Royal Wedding,2006,"Romance, Comedy, Family",5.7
6783,Phantom,2013,Thriller,5.8
6784,Moonage Daydream,2022,"Documentary, Music",7.7
6785,George Harrison: Living in the Material World,2011,"Music, Documentary",7.7
6786,The Emerald Forest,1985,"Action, Adventure, Drama",6.7
6787,Mr. Holland's Opus,1995,"Drama, Music, Family",7
6788,Bloody Hell,2021,"Horror, Comedy",6.5
6789,Wyrmwood: Apocalypse,2022,"Action, Horror",5.4
6790,Fruitvale Station,2013,Drama,7.4
6791,Air Strike,2018,"War, Action, Adventure, Drama",4.9
6792,Wake of Death,2004,Action,5.8
6793,American Animals,2018,"Drama, Crime, Documentary",6.8
6794,Tuck Everlasting,2002,"Drama, Family, Fantasy, Romance",6.6
6795,Ramona and Beezus,2010,"Comedy, Family",6.5
6796,Nothing but Trouble,1991,"Comedy, Adventure",5.2
6797,Loop Track,2023,Thriller,0
6798,The 9th Life of Louis Drax,2016,"Fantasy, Mystery, Thriller, Drama",6.4
6799,Green Room,2016,"Horror, Crime, Thriller",6.7
6800,The Man from Earth,2007,"Science Fiction, Drama",7.6
6801,Married by Mistake,2023,"TV Movie, Comedy, Romance",5.9
6802,Disturbing Behavior,1998,"Mystery, Horror, Science Fiction",5.7
6803,Blue Iguana,2018,"Action, Comedy, Thriller, Romance",5.8
6804,My Mistress,2014,"Romance, Drama",5.1
6805,Look Who's Talking Too,1990,"Romance, Comedy",5.5
6806,Super Volcano,2023,"Action, Thriller, TV Movie, Science Fiction",4
6807,Absolute Power,1997,"Crime, Drama, Action",6.6
6808,The Trials of Cate McCall,2013,Drama,6.4
6809,Charlie Wilson's War,2007,"Comedy, Drama, History",6.5
6810,Harold and Maude,1971,"Comedy, Drama, Romance",7.6
6811,LEGO DC Comics Super Heroes: Justice League - Attack of the Legion of Doom!,2015,"Animation, Action, Adventure, Family, Comedy",7
6812,Lake Placid: Legacy,2018,"Horror, Action, Science Fiction, TV Movie",5.2
6813,The Ruins,2008,Horror,5.9
6814,The Land Before Time XI: Invasion of the Tinysauruses,2005,"Animation, Family, Fantasy, Adventure",6.3
6815,Time After Time,1979,"Adventure, Drama, Comedy, Science Fiction, Thriller",6.8
6816,The Commitments,1991,"Comedy, Drama, Music",7.3
6817,First Kill,2017,"Action, Thriller, Crime",5.7
6818,The Discovery,2017,"Drama, Romance, Science Fiction, Thriller, Mystery",6.3
