ID,Movie Names,Year,Genere,Rating
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,"Adventure, Family, Fantasy",7.1
634649,Spider-Man: No Way Home,2021,"Action, Adventure, Science Fiction",8.0
1212073,Sixty Minutes,2024,Action,6.8
528656,Genghis Khan,2018,"Fantasy, Action, Adventure",4.7
315162,Puss in Boots: The Last Wish,2022,"Animation, Adventure, Fantasy, Comedy, Action, Family",8.2
299536,Avengers: Infinity War,2018,"Adventure, Action, Science Fiction",8.2
993784,Lisa Frankenstein,2024,"Comedy, Horror, Romance",6.2
841,Dune,1984,"Action, Science Fiction, Adventure",6.2
14836,Coraline,2009,"Animation, Family, Fantasy",7.9
150540,Inside Out,2015,"Animation, Family, Adventure, Drama, Comedy",7.9
802219,Bob Marley: One Love,2024,"Music, Drama",6.7
120,The Lord of the Rings: The Fellowship of the Ring,2001,"Adventure, Fantasy, Action",8.4
671,Harry Potter and the Philosopher's Stone,2001,"Adventure, Fantasy",7.9
955916,Lift,2024,"Action, Comedy, Crime",6.6
303857,Dragon Ball Z: Resurrection 'F',2015,"Action, Animation, Science Fiction",6.8
335984,Blade Runner 2049,2017,"Science Fiction, Drama",7.6
116776,Dragon Ball: Mystical Adventure,1988,"Action, Animation",6.8
214756,Ted 2,2015,"Comedy, Fantasy",6.3
597,Titanic,1997,"Drama, Romance",7.9
508947,Turning Red,2022,"Animation, Family, Comedy, Fantasy",7.4
361743,Top Gun: Maverick,2022,"Action, Drama",8.2
238,The Godfather,1972,"Drama, Crime",8.7
11347,The Lair of the White Worm,1988,"Comedy, Horror",5.9
1865,Pirates of the Caribbean: On Stranger Tides,2011,"Adventure, Action, Fantasy",6.5
383498,Deadpool 2,2018,"Action, Comedy, Adventure",7.5
965571,Patriots Time,2022,"Action, War",7.8
918692,Granit,2021,"Action, War",6.9
129,Spirited Away,2001,"Animation, Family, Fantasy",8.5
551608,Haunting on Fraternity Row,2018,"Horror, Mystery, Thriller",5.5
9473,"South Park: Bigger, Longer & Uncut",1999,"Animation, Comedy",7.3
293660,Deadpool,2016,"Action, Adventure, Comedy",7.6
324857,Spider-Man: Into the Spider-Verse,2018,"Animation, Action, Adventure, Science Fiction",8.4
1014590,Upgraded,2024,"Romance, Comedy",7.3
843380,Dead for a Dollar,2022,"Western, Thriller, Action",5.9
122,The Lord of the Rings: The Return of the King,2003,"Adventure, Fantasy, Action",8.5
76341,Mad Max: Fury Road,2015,"Action, Adventure, Science Fiction",7.6
545611,Everything Everywhere All at Once,2022,"Action, Adventure, Science Fiction",7.8
808,Shrek,2001,"Animation, Comedy, Fantasy, Adventure, Family",7.7
862,Toy Story,1995,"Animation, Adventure, Family, Comedy",8.0
19995,Avatar,2009,"Action, Adventure, Fantasy, Science Fiction",7.6
610150,Dragon Ball Super: Super Hero,2022,"Animation, Science Fiction, Action",7.9
672,Harry Potter and the Chamber of Secrets,2002,"Adventure, Fantasy",7.7
673,Harry Potter and the Prisoner of Azkaban,2004,"Adventure, Fantasy",8.0
13,Forrest Gump,1994,"Comedy, Drama, Romance",8.5
119450,Dawn of the Planet of the Apes,2014,"Science Fiction, Action, Drama, Thriller",7.3
854529,Night at the Eagle Inn,2021,"Horror, Mystery",4.8
122917,The Hobbit: The Battle of the Five Armies,2014,"Action, Adventure, Fantasy",7.3
278,The Shawshank Redemption,1994,"Drama, Crime",8.7
517764,The Farm,2019,Horror,5.3
22,Pirates of the Caribbean: The Curse of the Black Pearl,2003,"Adventure, Fantasy, Action",7.8
354912,Coco,2017,"Family, Animation, Music, Adventure",8.2
399566,Godzilla vs. Kong,2021,"Action, Science Fiction, Thriller",7.6
27205,Inception,2010,"Action, Science Fiction, Adventure",8.4
131631,The Hunger Games: Mockingjay - Part 1,2014,"Science Fiction, Adventure, Thriller",6.8
11,Star Wars,1977,"Adventure, Action, Science Fiction",8.2
585,"Monsters, Inc.",2001,"Animation, Comedy, Family",7.8
4935,Howl's Moving Castle,2004,"Fantasy, Animation, Adventure",8.4
1241748,Kalikot,2024,"Drama, Romance",10.0
496243,Parasite,2019,"Comedy, Thriller, Drama",8.5
8966,Twilight,2008,"Fantasy, Drama, Romance",6.3
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,"Action, Animation, Adventure, Fantasy, Thriller",8.2
598387,The Tiger's Apprentice,2024,"Animation, Action, Adventure, Family, Fantasy",7.3
126963,Dragon Ball Z: Battle of Gods,2013,"Animation, Action, Science Fiction",6.8
507086,Jurassic World Dominion,2022,"Adventure, Action, Science Fiction",6.7
24428,The Avengers,2012,"Science Fiction, Action, Adventure",7.7
1220441,GREAT PRETENDER razbliuto,2024,"Animation, Crime, Action",6.0
517093,Balkan Line,2019,"Drama, Action, War",7.5
767,Harry Potter and the Half-Blood Prince,2009,"Adventure, Fantasy",7.7
809,Shrek 2,2004,"Animation, Family, Comedy, Fantasy, Adventure",7.3
156022,The Equalizer,2014,"Thriller, Action, Crime",7.3
198663,The Maze Runner,2014,"Action, Mystery, Science Fiction, Thriller",7.2
461130,Code 8,2019,"Science Fiction, Action, Crime",6.2
24238,Mary and Max,2009,"Animation, Comedy, Drama",7.8
10674,Mulan,1998,"Animation, Family, Adventure",7.9
1230393,Monsters 103 Mercies Dragon Damnation,2024,"Animation, Action, Fantasy, Adventure",6.7
680,Pulp Fiction,1994,"Thriller, Crime",8.5
843617,Players,2024,"Romance, Comedy",6.1
58,Pirates of the Caribbean: Dead Man's Chest,2006,"Adventure, Fantasy, Action",7.4
38,Eternal Sunshine of the Spotless Mind,2004,"Science Fiction, Drama, Romance",8.1
522627,The Gentlemen,2020,"Action, Crime, Comedy",7.7
568124,Encanto,2021,"Animation, Comedy, Family, Fantasy",7.6
141052,Justice League,2017,"Action, Adventure, Science Fiction",6.1
505642,Black Panther: Wakanda Forever,2022,"Action, Adventure, Science Fiction",7.1
848187,Role Play,2024,"Action, Comedy, Romance",6.0
675353,Sonic the Hedgehog 2,2022,"Action, Adventure, Family, Comedy",7.5
12445,Harry Potter and the Deathly Hallows: Part 2,2011,"Fantasy, Adventure",8.1
550,Fight Club,1999,Drama,8.4
1128606,"Snoopy Presents: Welcome Home, Franklin",2024,"Animation, Family",7.9
372058,Your Name.,2016,"Animation, Romance, Drama",8.5
269149,Zootopia,2016,"Animation, Adventure, Family, Comedy",7.7
124905,Godzilla,2014,"Action, Drama, Science Fiction",6.3
260346,Taken 3,2014,"Thriller, Action",6.2
38757,Tangled,2010,"Animation, Family",7.6
1211957,The Painter,2024,"Action, Thriller",6.6
674,Harry Potter and the Goblet of Fire,2005,"Adventure, Fantasy",7.8
285,Pirates of the Caribbean: At World's End,2007,"Adventure, Fantasy, Action",7.3
1125311,Imaginary,2024,"Horror, Mystery, Thriller",5.9
2062,Ratatouille,2007,"Animation, Comedy, Family, Fantasy",7.8
876911,Parallel,2024,"Science Fiction, Thriller, Drama",5.4
106646,The Wolf of Wall Street,2013,"Crime, Drama, Comedy",8.0
12444,Harry Potter and the Deathly Hallows: Part 1,2010,"Adventure, Fantasy",7.8
949567,The Exorcism of Hannah Stevenson,2022,"Fantasy, Horror",6.0
467407,Kokoro to Karada,2004,Drama,7.5
38055,Megamind,2010,"Animation, Action, Comedy, Family, Science Fiction",7.0
373571,Godzilla: King of the Monsters,2019,"Science Fiction, Action",6.7
324786,Hacksaw Ridge,2016,"Drama, History, War",8.2
533535,Deadpool & Wolverine,2024,"Action, Comedy, Science Fiction",0.0
718930,Bullet Train,2022,"Action, Comedy, Thriller",7.5
299534,Avengers: Endgame,2019,"Adventure, Science Fiction, Action",8.3
12153,White Chicks,2004,"Comedy, Crime",6.9
637649,Wrath of Man,2021,"Thriller, Action, Crime",7.6
860867,The Accursed,2021,Horror,6.1
11688,The Emperor's New Groove,2000,"Adventure, Animation, Comedy, Family, Fantasy",7.6
39108,Dragon Ball Z: Wrath of the Dragon,1995,"Animation, Action, Science Fiction",7.2
244786,Whiplash,2014,"Drama, Music",8.4
916224,Suzume,2022,"Animation, Drama, Adventure, Fantasy",8.0
109445,Frozen,2013,"Animation, Family, Adventure, Fantasy",7.2
118,Charlie and the Chocolate Factory,2005,"Adventure, Comedy, Family, Fantasy",7.1
675,Harry Potter and the Order of the Phoenix,2007,"Adventure, Fantasy",7.7
653346,Kingdom of the Planet of the Apes,2024,"Science Fiction, Adventure, Action",0.0
818893,Infiltration,2022,"War, Drama",7.1
155,The Dark Knight,2008,"Drama, Action, Crime, Thriller",8.5
338953,Fantastic Beasts: The Secrets of Dumbledore,2022,"Fantasy, Adventure",6.7
603,The Matrix,1999,"Action, Science Fiction",8.2
10625,Mean Girls,2004,Comedy,7.2
210577,Gone Girl,2014,"Mystery, Thriller, Drama",7.9
14160,Up,2009,"Animation, Comedy, Family, Adventure",8.0
260514,Cars 3,2017,"Family, Animation, Adventure, Comedy",6.9
693158,Proximity,2020,"Science Fiction, Drama",6.4
348,Alien,1979,"Horror, Science Fiction",8.1
423108,The Conjuring: The Devil Made Me Do It,2021,"Horror, Mystery, Thriller",7.5
39323,Dragon Ball Z: Bardock - The Father of Goku,1990,"Animation, Action, Science Fiction, Drama, Fantasy",7.5
8587,The Lion King,1994,"Family, Animation, Drama",8.3
920081,Megaboa,2021,"Action, Horror, Science Fiction",6.4
284053,Thor: Ragnarok,2017,"Action, Adventure, Science Fiction",7.6
1726,Iron Man,2008,"Action, Science Fiction, Adventure",7.6
129213,Ghost Sweeper Mikami,1994,"Animation, Action, Adventure, Comedy, Fantasy, Horror",7.5
615777,Babylon,2022,"Drama, Comedy",7.4
16869,Inglourious Basterds,2009,"Drama, Thriller, War",8.2
284054,Black Panther,2018,"Action, Adventure, Science Fiction",7.4
438148,Minions: The Rise of Gru,2022,"Animation, Comedy, Family",7.3
616037,Thor: Love and Thunder,2022,"Fantasy, Action, Comedy",6.5
491854,Foxtrot Six,2019,"Action, Science Fiction",6.5
429,"The Good, the Bad and the Ugly",1966,Western,8.5
585083,Hotel Transylvania: Transformania,2022,"Animation, Comedy, Family, Adventure, Fantasy",7.1
216015,Fifty Shades of Grey,2015,"Drama, Romance, Thriller",5.9
138843,The Conjuring,2013,"Horror, Thriller",7.5
508943,Luca,2021,"Animation, Comedy, Fantasy, Adventure, Family",7.8
177572,Big Hero 6,2014,"Adventure, Family, Animation, Action, Comedy",7.7
228150,Fury,2014,"War, Drama, Action",7.5
953,Madagascar,2005,"Family, Animation, Adventure, Comedy",6.9
810693,Jujutsu Kaisen 0,2021,"Animation, Action, Fantasy",8.2
1155089,Justice League: Crisis on Infinite Earths Part One,2024,"Animation, Science Fiction, Action",7.7
1214314,One More Shot,2024,Action,6.7
3933,Corpse Bride,2005,"Romance, Fantasy, Animation",7.5
99861,Avengers: Age of Ultron,2015,"Action, Adventure, Science Fiction",7.3
11324,Shutter Island,2010,"Drama, Thriller, Mystery",8.2
863,Toy Story 2,1999,"Animation, Comedy, Family",7.6
273481,Sicario,2015,"Action, Crime, Thriller",7.4
816741,Grey Eyes,2018,"Action, Science Fiction",5.3
12,Finding Nemo,2003,"Animation, Family",7.8
951546,Reign of Chaos,2022,"Action, Horror, Fantasy",5.6
760104,X,2022,"Horror, Thriller, Mystery",6.7
10138,Iron Man 2,2010,"Adventure, Action, Science Fiction",6.8
10192,Shrek Forever After,2010,"Comedy, Adventure, Fantasy, Animation, Family",6.4
8920,Garfield,2004,"Animation, Comedy, Family",5.7
121,The Lord of the Rings: The Two Towers,2002,"Adventure, Fantasy, Action",8.4
49013,Cars 2,2011,"Animation, Family, Adventure, Comedy",6.1
296096,Me Before You,2016,"Drama, Romance",7.9
436969,The Suicide Squad,2021,"Action, Comedy, Adventure",7.5
260513,Incredibles 2,2018,"Action, Adventure, Animation, Family",7.5
102382,The Amazing Spider-Man 2,2014,"Action, Adventure, Science Fiction",6.5
384018,Fast & Furious Presents: Hobbs & Shaw,2019,"Action, Adventure, Comedy",6.9
11970,Hercules,1997,"Animation, Family, Fantasy, Adventure, Comedy, Romance",7.5
257344,Pixels,2015,"Action, Comedy, Science Fiction",5.7
851644,20th Century Girl,2022,"Romance, Drama",8.2
557,Spider-Man,2002,"Action, Science Fiction",7.3
618588,Arthur the King,2024,"Drama, Adventure",6.4
18095,Dragon Ball GT: A Hero's Legacy,1997,"Adventure, Action, Animation, Drama, Comedy, Family, Fantasy, Science Fiction",6.8
337404,Cruella,2021,"Comedy, Crime",8.0
350,The Devil Wears Prada,2006,"Drama, Comedy",7.4
10198,The Princess and the Frog,2009,"Romance, Family, Animation",7.2
37165,The Truman Show,1998,"Comedy, Drama",8.1
254128,San Andreas,2015,"Action, Drama, Thriller",6.2
438695,Sing 2,2021,"Animation, Family, Music, Comedy",7.9
519182,Despicable Me 4,2024,"Animation, Family, Comedy, Adventure",0.0
924763,Weekend Warriors,2021,"Action, Thriller",7.6
619979,Deep Water,2022,"Drama, Mystery, Thriller",5.8
111,Scarface,1983,"Action, Crime, Drama",8.2
39107,Dragon Ball Z: Fusion Reborn,1995,"Animation, Action, Fantasy, Science Fiction",7.5
313369,La La Land,2016,"Comedy, Drama, Romance, Music",7.9
315635,Spider-Man: Homecoming,2017,"Action, Adventure, Science Fiction, Drama",7.3
73723,The Lorax,2012,"Animation, Family",6.5
24752,Dragon Ball Z: Cooler's Revenge,1991,"Action, Animation, Science Fiction",6.9
766507,Prey,2022,"Thriller, Action, Science Fiction",7.7
454626,Sonic the Hedgehog,2020,"Action, Science Fiction, Comedy, Family",7.3
34433,Dragon Ball Z: Broly – The Legendary Super Saiyan,1993,"Animation, Science Fiction, Action",7.2
453395,Doctor Strange in the Multiverse of Madness,2022,"Fantasy, Action, Adventure",7.3
13313,Beauty and the Beast: The Enchanted Christmas,1997,"Animation, Family, Fantasy",6.2
10681,WALL·E,2008,"Animation, Family, Science Fiction",8.1
106,Predator,1987,"Science Fiction, Action, Adventure, Thriller",7.5
79443,The Smurfs: A Christmas Carol,2011,"Comedy, Family, Animation",6.7
87101,Terminator Genisys,2015,"Science Fiction, Action, Thriller, Adventure",5.9
333339,Ready Player One,2018,"Adventure, Action, Science Fiction",7.6
76757,Jupiter Ascending,2015,"Science Fiction, Fantasy, Action",5.4
566810,The Dark Kingdom,2018,"Fantasy, Adventure, Science Fiction, Action",5.8
581528,"The Gangster, the Cop, the Devil",2019,"Crime, Action, Thriller",7.8
934194,Slash/Back,2022,"Science Fiction, Action, Thriller, Horror",6.5
829560,The Next 365 Days,2022,"Romance, Drama",6.5
1059345,Cult Killer,2024,"Mystery, Thriller, Crime, Horror",5.9
497,The Green Mile,1999,"Fantasy, Drama, Crime",8.5
98566,Teenage Mutant Ninja Turtles,2014,"Science Fiction, Action, Adventure, Comedy",5.9
436270,Black Adam,2022,"Action, Adventure, Science Fiction",7.0
8392,My Neighbor Totoro,1988,"Fantasy, Animation, Family",8.1
10908,Inferno,1999,"Action, Drama, Romance",6.1
420818,The Lion King,2019,"Adventure, Drama, Family, Animation",7.1
335983,Venom,2018,"Science Fiction, Action",6.8
843527,The Idea of You,2024,"Romance, Comedy, Music",10.0
321612,Beauty and the Beast,2017,"Family, Fantasy, Romance",7.0
271110,Captain America: Civil War,2016,"Adventure, Action, Science Fiction",7.4
38365,Grown Ups,2010,Comedy,6.4
580489,Venom: Let There Be Carnage,2021,"Science Fiction, Action, Adventure",6.8
338970,Tomb Raider,2018,"Action, Adventure, Fantasy",6.4
281338,War for the Planet of the Apes,2017,"Drama, Science Fiction, War",7.2
429617,Spider-Man: Far From Home,2019,"Action, Adventure, Science Fiction",7.4
425,Ice Age,2002,"Animation, Comedy, Family, Adventure",7.4
829557,365 Days: This Day,2022,"Romance, Drama",5.9
101,Léon: The Professional,1994,"Crime, Drama, Action",8.3
293167,Kong: Skull Island,2017,"Action, Adventure, Fantasy",6.5
49051,The Hobbit: An Unexpected Journey,2012,"Adventure, Fantasy, Action",7.3
13475,Star Trek,2009,"Science Fiction, Action, Adventure",7.4
798141,Doors,2021,Science Fiction,5.0
337167,Fifty Shades Freed,2018,"Drama, Romance",6.7
335787,Uncharted,2022,"Action, Adventure",7.0
49530,In Time,2011,"Action, Thriller, Science Fiction",7.0
585511,Luck,2022,"Animation, Adventure, Comedy, Fantasy",7.8
791373,Zack Snyder's Justice League,2021,"Action, Adventure, Fantasy",8.2
769,GoodFellas,1990,"Drama, Crime",8.5
254,King Kong,2005,"Adventure, Drama, Action",6.9
324552,John Wick: Chapter 2,2017,"Action, Thriller, Crime",7.3
554600,Uri: The Surgical Strike,2019,"Action, Drama, War",7.1
400155,Hotel Transylvania 3: Summer Vacation,2018,"Animation, Comedy, Family, Fantasy",6.9
101251,El Padrino II: Border Intrusion,2008,Crime,6.3
50619,The Twilight Saga: Breaking Dawn - Part 1,2011,"Adventure, Fantasy, Romance",6.2
101299,The Hunger Games: Catching Fire,2013,"Adventure, Action, Science Fiction",7.4
166426,Pirates of the Caribbean: Dead Men Tell No Tales,2017,"Adventure, Action, Fantasy",6.7
329865,Arrival,2016,"Drama, Science Fiction, Mystery",7.6
62,2001: A Space Odyssey,1968,"Science Fiction, Mystery, Adventure",8.1
359410,Road House,2024,"Action, Thriller",6.7
37135,Tarzan,1999,"Family, Adventure, Animation, Drama",7.4
845861,State of Siege: Temple Attack,2021,"Action, Drama",6.1
588228,The Tomorrow War,2021,"Action, Science Fiction, Adventure",7.6
437342,The First Omen,2024,Horror,0.0
301528,Toy Story 4,2019,"Family, Adventure, Animation, Comedy, Fantasy",7.5
877013,Hell Hath No Fury,2021,"Action, War",6.5
61791,Rise of the Planet of the Apes,2011,"Thriller, Action, Drama, Science Fiction",7.3
56292,Mission: Impossible - Ghost Protocol,2011,"Action, Thriller, Adventure",7.1
50620,The Twilight Saga: Breaking Dawn - Part 2,2012,"Adventure, Fantasy, Drama, Romance",6.5
11544,Lilo & Stitch,2002,"Animation, Family",7.5
20352,Despicable Me,2010,"Family, Animation, Comedy",7.2
68718,Django Unchained,2012,"Drama, Western",8.2
62211,Monsters University,2013,"Animation, Family",7.0
150689,Cinderella,2015,"Romance, Fantasy, Family, Drama",6.8
103,Taxi Driver,1976,"Crime, Drama",8.2
807,Se7en,1995,"Crime, Mystery, Thriller",8.4
39254,Real Steel,2011,"Action, Science Fiction, Drama",7.0
205596,The Imitation Game,2014,"History, Drama, Thriller, War",8.0
878508,While We Sleep,2021,Horror,5.0
1022659,The Movie Emperor,2024,Comedy,5.0
967847,Ghostbusters: Frozen Empire,2024,"Fantasy, Adventure, Comedy",0.0
11224,Cinderella,1950,"Family, Fantasy, Animation, Romance",7.0
93456,Despicable Me 2,2013,"Animation, Comedy, Family",6.9
131634,The Hunger Games: Mockingjay - Part 2,2015,"Action, Adventure, Science Fiction",6.9
166706,Roots Search,1986,"Animation, Science Fiction, Horror",4.0
9769,Lolita,1997,"Drama, Romance",7.1
10020,Beauty and the Beast,1991,"Romance, Family, Animation, Fantasy",7.7
61979,Three Steps Above Heaven,2010,"Romance, Drama",7.7
297802,Aquaman,2018,"Action, Adventure, Fantasy",6.9
78,Blade Runner,1982,"Science Fiction, Drama, Thriller",7.9
10195,Thor,2011,"Adventure, Fantasy, Action",6.8
10193,Toy Story 3,2010,"Animation, Family, Comedy",7.8
353081,Mission: Impossible - Fallout,2018,"Action, Adventure",7.4
10515,Castle in the Sky,1986,"Adventure, Fantasy, Animation, Action, Family, Romance",8.0
504148,The Serpent,2021,Action,5.8
24021,The Twilight Saga: Eclipse,2010,"Adventure, Fantasy, Drama, Romance",6.2
11036,The Notebook,2004,"Romance, Drama",7.9
16859,Kiki's Delivery Service,1989,"Animation, Family, Fantasy",7.8
820232,Demon Slayer: Kimetsu no Yaiba Sibling's Bond,2019,"Action, Animation, Fantasy",7.9
985939,Fall,2022,Thriller,7.2
128,Princess Mononoke,1997,"Adventure, Fantasy, Animation",8.3
12155,Alice in Wonderland,2010,"Family, Fantasy, Adventure",6.6
259316,Fantastic Beasts and Where to Find Them,2016,"Fantasy, Adventure",7.3
948,Halloween,1978,"Horror, Thriller",7.6
315011,Shin Godzilla,2016,"Action, Science Fiction, Horror",7.2
381284,Hidden Figures,2016,"Drama, History",8.1
615173,The Witch: Part 2. The Other One,2022,"Action, Mystery, Thriller, Science Fiction, Adventure",7.2
9902,Wrong Turn,2003,"Horror, Thriller",6.3
24,Kill Bill: Vol. 1,2003,"Action, Crime",8.0
396535,Train to Busan,2016,"Horror, Thriller, Action, Adventure",7.8
508442,Soul,2020,"Animation, Family, Comedy, Fantasy",8.1
284052,Doctor Strange,2016,"Action, Adventure, Fantasy",7.4
466272,Once Upon a Time... in Hollywood,2019,"Comedy, Drama, Thriller",7.4
10144,The Little Mermaid,1989,"Animation, Family, Fantasy",7.4
425909,Ghostbusters: Afterlife,2021,"Fantasy, Comedy, Adventure",7.4
18785,The Hangover,2009,Comedy,7.3
566525,Shang-Chi and the Legend of the Ten Rings,2021,"Action, Adventure, Fantasy",7.6
831028,They Talk,2021,"Horror, Mystery, Thriller",4.7
630586,Wrong Turn,2021,"Horror, Thriller",6.0
136799,Trolls,2016,"Family, Animation, Fantasy, Adventure, Comedy, Music",6.7
661374,Glass Onion: A Knives Out Mystery,2022,"Comedy, Crime, Mystery",7.1
628866,The Return,2020,"Horror, Science Fiction",6.8
331482,Little Women,2019,"Drama, Romance",7.9
744,Top Gun,1986,"Drama, Action, Adventure",7.1
126889,Alien: Covenant,2017,"Science Fiction, Horror, Mystery",6.1
942012,Before Night Falls,2022,"Horror, Drama, Mystery",5.3
209112,Batman v Superman: Dawn of Justice,2016,"Action, Adventure, Fantasy",6.0
475557,Joker,2019,"Crime, Thriller, Drama",8.2
424,Schindler's List,1993,"Drama, History, War",8.6
497698,Black Widow,2021,"Action, Adventure, Science Fiction",7.3
1039882,My Name Is Loh Kiwan,2024,"Romance, Drama",7.1
72190,World War Z,2013,"Action, Drama, Horror, Science Fiction, Thriller",6.8
479753,Shockwave: Countdown to Disaster,2017,"Action, Science Fiction, Adventure, Thriller",5.7
1072342,Night Swim,2024,"Horror, Thriller",5.8
351286,Jurassic World: Fallen Kingdom,2018,"Action, Adventure, Science Fiction, Thriller",6.5
4977,Paprika,2006,"Drama, Mystery, Animation, Science Fiction, Thriller",7.8
381288,Split,2017,"Horror, Thriller",7.3
10830,Matilda,1996,"Comedy, Family, Fantasy",7.2
57158,The Hobbit: The Desolation of Smaug,2013,"Fantasy, Adventure, Action",7.6
135397,Jurassic World,2015,"Action, Adventure, Science Fiction, Thriller",6.7
476669,The King's Man,2021,"Action, Comedy, Adventure, Thriller",6.8
168259,Furious 7,2015,"Action, Thriller, Crime",7.2
559,Spider-Man 3,2007,"Action, Adventure, Science Fiction",6.4
1007826,The Underdoggs,2024,Comedy,6.8
98,Gladiator,2000,"Action, Drama, Adventure",8.2
539,Psycho,1960,"Horror, Thriller, Mystery",8.4
246655,X-Men: Apocalypse,2016,"Action, Adventure, Science Fiction, Fantasy",6.5
166428,How to Train Your Dragon: The Hidden World,2019,"Animation, Family, Adventure",7.8
